TruePersonID,CanonicalName,CanonicalNameKn,Moniker,GenderID,BirthYear,HomeDistrictID,HomeUnitID,MOFamily,TravelPropensity,Quota,ActiveFrom,ActiveTo,GangID,CollisionGroup
P000445,Nagaratna Nagappa,ನಾಗರತ್ನ ನಾಗಪ್ಪ,,2,1961,7,87,chit_fund_cheating,0.42,1,2021-08-21,2022-09-30,,
P000446,Basavaraj Ramegowda,ಬಸವರಾಜ ರಾಮೇಗೌಡ,,1,1978,24,313,murder,0.42,1,2024-10-21,2026-06-30,,
P000447,Shivakumar Shivappa,ಶಿವಕುಮಾರ ಶಿವಪ್ಪ,,1,1961,13,159,house_break_night,0.09,1,2025-01-22,2026-06-30,,
P000448,Harish Ramegowda,ಹರೀಶ ರಾಮೇಗೌಡ,Chikka,1,1969,29,372,murder,0.09,1,2024-07-23,2026-06-21,,
P000449,Naveen Krishnappa,ನವೀನ ಕೃಷ್ಣಪ್ಪ,,1,1995,24,309,highway_dacoity,0.09,1,2024-06-10,2025-08-23,,
P000450,Umesh Krishnappa,ಉಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1970,2,30,hurt_affray,0.09,1,2022-08-24,2024-04-22,,
P000451,Bhagya Basappa,ಭಾಗ್ಯ ಬಸಪ್ಪ,,2,1985,7,88,sand_smuggling,0.09,1,2025-02-10,2026-06-30,,
P000452,Ayyappa Shivappa,ಅಯ್ಯಪ್ಪ ಶಿವಪ್ಪ,,1,1966,4,47,cattle_theft,0.09,1,2021-07-12,2022-09-17,,
P000453,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1988,6,76,illicit_liquor,0.42,5,2021-11-13,2025-06-23,,C0043
P000454,Suresh Rangappa,ಸುರೇಶ ರಂಗಪ್ಪ,,1,1964,25,323,shop_burglary,0.09,2,2021-08-21,2023-01-25,,C0063
P000455,Mahesh Lingappa,ಮಹೇಶ ಲಿಂಗಪ್ಪ,Kuri,1,1990,25,321,two_wheeler_theft,0.09,1,2024-09-20,2025-09-09,,
P000456,Madhu Basappa,ಮಧು ಬಸಪ್ಪ,,1,2004,13,158,ndps_ganja,0.09,1,2026-01-16,2026-06-30,,
P000457,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1995,4,53,highway_dacoity,0.42,1,2024-12-15,2025-05-04,,
P000458,Chandru Shivappa,ಚಂದ್ರು ಶಿವಪ್ಪ,Kadu,1,1983,26,329,shop_burglary,0.09,1,2024-02-08,2026-06-30,,
P000459,Prakash Siddappa,ಪ್ರಕಾಶ ಸಿದ್ದಪ್ಪ,,1,1990,2,30,cattle_theft,0.09,1,2021-07-23,2024-07-09,,
P000460,Gangadhar Basappa,ಗಂಗಾಧರ ಬಸಪ್ಪ,,1,1997,7,84,cattle_theft,0.42,2,2025-11-05,2026-06-30,,
P000461,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,Bidi,1,1987,3,43,chit_fund_cheating,0.09,3,2021-11-20,2025-02-03,,
P000462,Ramesh Mallappa,ರಮೇಶ ಮಲ್ಲಪ್ಪ,,1,1974,25,316,ndps_ganja,0.09,3,2023-07-22,2026-06-30,,
P000463,Suresh Shivappa,ಸುರೇಶ ಶಿವಪ್ಪ,Dodda,1,1996,3,43,sand_smuggling,0.09,1,2024-05-09,2026-03-19,,
P000464,Kiran Chikkegowda,ಕಿರಣ ಚಿಕ್ಕೇಗೌಡ,,1,1972,28,361,illicit_liquor,0.09,8,2021-03-26,2023-04-29,,
P000465,Shobha Nagappa,ಶೋಭಾ ನಾಗಪ್ಪ,,2,1990,15,190,cattle_theft,0.09,1,2026-01-13,2026-06-30,,
P000466,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1985,4,49,illicit_liquor,0.09,2,2024-11-06,2026-06-30,,C0081
P000467,Rajanna Puttappa,ರಾಜಣ್ಣ ಪುಟ್ಟಪ್ಪ,,1,1979,25,324,ndps_ganja,0.09,1,2024-10-06,2026-06-30,,
P000468,Ganesh Sangappa,ಗಣೇಶ ಸಂಗಪ್ಪ,,1,2005,11,143,mobile_snatching,0.09,1,2023-10-22,2025-10-17,,
P000469,Kavitha Ramegowda,ಕವಿತಾ ರಾಮೇಗೌಡ,,2,2004,3,42,house_break_night,0.09,1,2024-09-28,2026-02-21,,
P000470,Srinivas Yamanappa,ಶ್ರೀನಿವಾಸ ಯಮನಪ್ಪ,,1,1995,28,355,highway_dacoity,0.42,2,2024-04-08,2026-06-30,,
P000471,Ravi Basappa,ರವಿ ಬಸಪ್ಪ,,1,1967,23,296,highway_dacoity,0.09,3,2023-03-07,2023-10-26,,C0093
P000472,Ramesh Fakirappa,ರಮೇಶ ಫಕೀರಪ್ಪ,,1,1976,4,49,cattle_theft,0.09,1,2026-01-25,2026-06-30,,
P000473,Ravi Ningappa,ರವಿ ನಿಂಗಪ್ಪ,,1,1991,22,293,two_wheeler_theft,0.09,3,2025-09-22,2026-06-22,,
P000474,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1968,21,270,murder,0.09,2,2023-06-25,2024-05-10,,
P000475,Shivakumar Doddappa,ಶಿವಕುಮಾರ ದೊಡ್ಡಪ್ಪ,,1,1974,24,307,illicit_liquor,0.09,1,2025-10-02,2026-06-30,,
P000476,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1968,3,36,ndps_ganja,0.09,2,2023-10-28,2024-12-16,G00165,
P000477,Basavaraj Shivappa,ಬಸವರಾಜ ಶಿವಪ್ಪ,,1,1981,8,99,hurt_affray,0.09,1,2025-12-21,2026-06-30,,
P000478,Ravi Chikkegowda,ರವಿ ಚಿಕ್ಕೇಗೌಡ,,1,1993,29,374,house_break_night,0.42,1,2025-03-04,2026-06-30,,
P000479,Basavaraj Basappa,ಬಸವರಾಜ ಬಸಪ್ಪ,,1,1961,2,32,shop_burglary,0.09,1,2025-09-30,2026-06-30,,
P000480,Kumar Boregowda,ಕುಮಾರ ಬೋರೇಗೌಡ,,1,1974,24,309,house_break_night,0.09,6,2021-10-17,2024-06-24,,
P000481,Ramesh Siddappa,ರಮೇಶ ಸಿದ್ದಪ್ಪ,,1,1970,11,134,sand_smuggling,0.09,1,2022-05-24,2025-07-21,,
P000482,Umesh Basappa,ಉಮೇಶ ಬಸಪ್ಪ,,1,1969,13,158,cattle_theft,0.09,1,2021-12-12,2024-01-02,,
P000483,Manjunath Doddappa,ಮಂಜುನಾಥ ದೊಡ್ಡಪ್ಪ,Kadu,1,1980,21,274,shop_burglary,0.42,1,2021-04-28,2023-12-07,,
P000484,Shankar Krishnappa,ಶಂಕರ ಕೃಷ್ಣಪ್ಪ,,1,1971,3,39,ndps_ganja,0.09,1,2024-10-22,2026-06-30,,
P000485,Nanjundappa Muniyappa,ನಂಜುಂಡಪ್ಪ ಮುನಿಯಪ್ಪ,Gundu,1,1969,24,308,mobile_snatching,0.09,1,2024-04-05,2024-08-30,,
P000486,Naveen Krishnappa,ನವೀನ ಕೃಷ್ಣಪ್ಪ,,1,2004,17,213,murder,0.09,1,2026-01-03,2026-06-15,,
P000487,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1975,1,22,mobile_snatching,0.09,1,2026-01-30,2026-06-30,,
P000488,Deepak Mallappa,ದೀಪಕ ಮಲ್ಲಪ್ಪ,Lorry,1,1993,27,340,ndps_ganja,0.09,1,2025-04-16,2026-06-30,,
P000489,Ramesh Durgappa,ರಮೇಶ ದುರ್ಗಪ್ಪ,,1,1978,13,159,card_skimming,0.09,5,2022-04-11,2026-04-25,,
P000490,Somashekar Timmappa,ಸೋಮಶೇಖರ ತಿಮ್ಮಪ್ಪ,,1,2003,12,148,house_break_night,0.09,2,2022-02-12,2025-06-25,,
P000491,Shwetha Ningappa,ಶ್ವೇತಾ ನಿಂಗಪ್ಪ,Lorry,2,1994,9,108,hurt_affray,0.09,2,2023-06-15,2025-01-31,G00092,
P000492,Mahesh Rangappa,ಮಹೇಶ ರಂಗಪ್ಪ,Dodda,1,1996,25,317,card_skimming,0.09,1,2021-11-12,2024-05-02,,
P000493,Ramesh Fakirappa,ರಮೇಶ ಫಕೀರಪ್ಪ,,1,1969,27,346,illicit_liquor,0.09,1,2021-06-11,2023-07-20,,
P000494,Siddaraju Krishnappa,ಸಿದ್ದರಾಜು ಕೃಷ್ಣಪ್ಪ,,1,1971,3,42,hurt_affray,0.09,1,2025-06-30,2026-06-30,,
P000495,Umesh Ningappa,ಉಮೇಶ ನಿಂಗಪ್ಪ,,1,1972,8,93,house_break_night,0.09,1,2021-04-01,2025-04-27,,
P000496,Nagaraj Ningappa,ನಾಗರಾಜ ನಿಂಗಪ್ಪ,,1,1992,15,188,chit_fund_cheating,0.42,2,2024-03-29,2026-06-30,,
P000497,Naveen Ningappa,ನವೀನ ನಿಂಗಪ್ಪ,,1,1987,4,52,chit_fund_cheating,0.09,1,2025-09-25,2026-06-30,,
P000498,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,Auto,1,1989,13,160,highway_dacoity,0.09,3,2025-04-10,2026-06-30,,
P000499,Ganesh Basappa,ಗಣೇಶ ಬಸಪ್ಪ,,1,1966,26,334,illicit_liquor,0.09,4,2025-04-25,2026-06-30,,C0054
P000500,Rekha Hanumappa,ರೇಖಾ ಹನುಮಪ್ಪ,,2,1991,4,52,card_skimming,0.42,1,2025-07-16,2026-06-30,,
P000501,Madhu Ningappa,ಮಧು ನಿಂಗಪ್ಪ,,1,1996,3,38,ndps_ganja,0.09,1,2023-06-15,2024-09-09,,
P000502,Vijay Puttappa,ವಿಜಯ ಪುಟ್ಟಪ್ಪ,Gundu,1,1961,5,68,highway_dacoity,0.09,4,2021-07-30,2022-03-02,G00186,
P000503,Srinivas Chikkegowda,ಶ್ರೀನಿವಾಸ ಚಿಕ್ಕೇಗೌಡ,,1,1976,4,48,chit_fund_cheating,0.42,1,2025-09-28,2026-06-30,,
P000504,Kavitha Krishnappa,ಕವಿತಾ ಕೃಷ್ಣಪ್ಪ,,2,1963,4,49,card_skimming,0.09,4,2024-09-01,2025-01-07,,
P000505,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,Kadu,1,2003,31,401,highway_dacoity,0.09,2,2021-11-12,2022-11-03,,
P000506,Lokesh Boregowda,ಲೋಕೇಶ ಬೋರೇಗೌಡ,Kadu,1,1997,1,15,ndps_ganja,0.09,1,2023-06-30,2024-09-13,,
P000507,Suresh Shivappa,ಸುರೇಶ ಶಿವಪ್ಪ,,1,2004,25,321,sand_smuggling,0.09,1,2025-04-15,2026-06-30,,
P000508,Basavaraj Krishnappa,ಬಸವರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1996,4,49,chain_snatching,0.42,1,2021-05-08,2022-08-28,,
P000509,Veeresh Ningappa,ವೀರೇಶ ನಿಂಗಪ್ಪ,,1,1989,27,345,two_wheeler_theft,0.42,1,2025-11-30,2026-06-30,,
P000510,Lakshmi Mallappa,ಲಕ್ಷ್ಮಿ ಮಲ್ಲಪ್ಪ,,2,1984,19,245,hurt_affray,0.09,1,2024-09-23,2026-06-30,,
P000511,Kumar Ningappa,ಕುಮಾರ ನಿಂಗಪ್ಪ,Chikka,1,1999,20,264,house_break_night,0.09,3,2024-01-14,2024-09-08,,C0028
P000512,Lokesh Doddappa,ಲೋಕೇಶ ದೊಡ್ಡಪ್ಪ,,1,1987,21,273,two_wheeler_theft,0.09,2,2024-08-08,2025-08-05,G00091,
P000513,Sharanappa Krishnappa,ಶರಣಪ್ಪ ಕೃಷ್ಣಪ್ಪ,,1,1999,19,246,hurt_affray,0.09,1,2022-09-20,2023-07-16,,
P000514,Basavaraj Timmappa,ಬಸವರಾಜ ತಿಮ್ಮಪ್ಪ,,1,2001,4,52,sand_smuggling,0.09,4,2022-08-07,2024-07-25,,
P000515,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,Lorry,1,1976,21,274,ndps_ganja,0.09,1,2022-09-25,2025-11-03,,
P000516,Suresh Lingappa,ಸುರೇಶ ಲಿಂಗಪ್ಪ,,1,1993,6,80,highway_dacoity,0.09,1,2023-05-09,2024-08-31,,
P000517,Shivakumar Ningappa,ಶಿವಕುಮಾರ ನಿಂಗಪ್ಪ,,1,1974,23,301,card_skimming,0.09,2,2023-07-27,2026-05-16,,
P000518,Srinivas Chennappa,ಶ್ರೀನಿವಾಸ ಚೆನ್ನಪ್ಪ,,1,1992,22,292,chain_snatching,0.09,1,2022-10-02,2024-03-28,,
P000519,Santosh Mariyappa,ಸಂತೋಷ ಮಾರಿಯಪ್ಪ,,1,1995,5,64,ndps_ganja,0.09,2,2021-01-17,2024-01-03,,C0074
P000520,Praveen Mallappa,ಪ್ರವೀಣ ಮಲ್ಲಪ್ಪ,,1,1982,4,53,house_break_night,0.09,3,2024-10-14,2026-06-30,G00036,
P000521,Nagaraj Eranna,ನಾಗರಾಜ ಈರಣ್ಣ,,1,1983,4,49,illicit_liquor,0.42,1,2024-01-21,2026-01-10,,
P000522,Ramesh Mallappa,ರಮೇಶ ಮಲ್ಲಪ್ಪ,,1,1973,12,148,cattle_theft,0.09,7,2021-08-10,2025-02-10,,
P000523,Suresh Basappa,ಸುರೇಶ ಬಸಪ್ಪ,Pailwan,1,1987,4,52,shop_burglary,0.09,2,2025-06-11,2026-06-30,G00032,
P000524,Hanumantha Durgappa,ಹನುಮಂತ ದುರ್ಗಪ್ಪ,,1,1981,13,164,murder,0.09,1,2023-04-20,2026-06-30,,
P000525,Basavaraj Krishnappa,ಬಸವರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1970,23,298,ndps_ganja,0.09,1,2022-10-31,2025-08-09,,
P000526,Krishnamurthy Siddappa,ಕೃಷ್ಣಮೂರ್ತಿ ಸಿದ್ದಪ್ಪ,,1,1999,14,176,shop_burglary,0.09,1,2024-06-30,2026-06-30,,
P000527,Raju Krishnappa,ರಾಜು ಕೃಷ್ಣಪ್ಪ,Kadu,1,1990,13,164,chain_snatching,0.42,1,2022-01-07,2023-12-25,,
P000528,Ganesh Rangappa,ಗಣೇಶ ರಂಗಪ್ಪ,Chikka,1,1974,25,321,ndps_ganja,0.09,1,2024-01-30,2026-03-04,,
P000529,Shivakumar Shivappa,ಶಿವಕುಮಾರ ಶಿವಪ್ಪ,Kadu,1,1988,20,259,ndps_ganja,0.09,1,2023-12-01,2026-06-30,,
P000530,Puttaswamy Siddappa,ಪುಟ್ಟಸ್ವಾಮಿ ಸಿದ್ದಪ್ಪ,,1,1990,22,292,hurt_affray,0.09,2,2023-08-27,2024-10-28,,
P000531,Gopal Yamanappa,ಗೋಪಾಲ ಯಮನಪ್ಪ,,1,1988,6,75,cattle_theft,0.09,3,2025-05-19,2026-06-30,G00179,
P000532,Santosh Basappa,ಸಂತೋಷ ಬಸಪ್ಪ,,1,1965,17,212,highway_dacoity,0.09,1,2022-04-03,2024-01-03,,
P000533,Suresh Rangappa,ಸುರೇಶ ರಂಗಪ್ಪ,,1,1988,5,66,card_skimming,0.09,1,2022-06-23,2025-07-10,,
P000534,Santosh Ramegowda,ಸಂತೋಷ ರಾಮೇಗೌಡ,,1,1985,2,32,cattle_theft,0.42,2,2022-03-20,2025-05-29,,
P000535,Bhagya Hanumappa,ಭಾಗ್ಯ ಹನುಮಪ್ಪ,,2,1964,4,51,hurt_affray,0.09,1,2021-11-24,2025-10-12,,
P000536,Mahesh Mariyappa,ಮಹೇಶ ಮಾರಿಯಪ್ಪ,Battale,1,1963,6,80,mobile_snatching,0.09,1,2025-10-29,2026-06-30,,
P000537,Venkatesh Fakirappa,ವೆಂಕಟೇಶ ಫಕೀರಪ್ಪ,Chikka,1,1961,17,215,hurt_affray,0.09,1,2023-08-20,2026-06-30,,
P000538,Praveen Muniyappa,ಪ್ರವೀಣ ಮುನಿಯಪ್ಪ,,1,1967,4,53,house_break_night,0.09,1,2025-03-20,2026-05-23,,
P000539,Shivakumar Doddappa,ಶಿವಕುಮಾರ ದೊಡ್ಡಪ್ಪ,,1,2002,25,316,ndps_ganja,0.09,1,2024-12-21,2026-06-30,,
P000540,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1983,4,48,highway_dacoity,0.42,1,2024-12-06,2026-06-30,,
P000541,Mahesh Krishnappa,ಮಹೇಶ ಕೃಷ್ಣಪ್ಪ,Uddha,1,1987,5,56,illicit_liquor,0.09,1,2025-03-24,2026-06-30,,
P000542,Ramesh Boregowda,ರಮೇಶ ಬೋರೇಗೌಡ,,1,1991,6,75,illicit_liquor,0.09,2,2025-06-15,2026-06-30,G00179,
P000543,Rajanna Hanumappa,ರಾಜಣ್ಣ ಹನುಮಪ್ಪ,Dodda,1,1986,17,219,highway_dacoity,0.09,1,2023-11-26,2026-06-30,,
P000544,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1976,23,302,cattle_theft,0.42,1,2024-06-12,2026-06-30,,
P000545,Anand Basappa,ಆನಂದ ಬಸಪ್ಪ,,1,2004,3,42,sand_smuggling,0.09,1,2025-03-22,2025-09-27,,
P000546,Kumar Kempegowda,ಕುಮಾರ ಕೆಂಪೇಗೌಡ,,1,1979,4,46,chit_fund_cheating,0.09,1,2023-08-30,2024-04-15,,
P000547,Erappa Gurappa,ಈರಪ್ಪ ಗುರಪ್ಪ,,1,1965,6,72,chit_fund_cheating,0.09,1,2022-08-01,2025-12-22,,
P000548,Shivakumar Basappa,ಶಿವಕುಮಾರ ಬಸಪ್ಪ,,1,1974,17,212,two_wheeler_theft,0.09,1,2025-02-18,2025-11-07,,
P000549,Lakshmi Rangappa,ಲಕ್ಷ್ಮಿ ರಂಗಪ್ಪ,Kabbina,2,1988,26,330,shop_burglary,0.09,2,2022-12-28,2026-06-30,G00107,
P000550,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1988,13,158,chain_snatching,0.09,3,2024-09-05,2026-04-25,,
P000551,Umesh Basappa,ಉಮೇಶ ಬಸಪ್ಪ,,1,2004,21,275,house_break_night,0.09,3,2022-06-14,2023-02-22,,C0052
P000552,Ravi Rangappa,ರವಿ ರಂಗಪ್ಪ,,1,1965,20,253,chit_fund_cheating,0.09,1,2025-06-23,2026-06-30,,
P000553,Prakash Siddappa,ಪ್ರಕಾಶ ಸಿದ್ದಪ್ಪ,,1,1963,28,350,house_break_night,0.09,1,2022-09-27,2024-12-26,,
P000554,Suresh Chennappa,ಸುರೇಶ ಚೆನ್ನಪ್ಪ,Kadu,1,1995,28,357,mobile_snatching,0.09,1,2021-02-04,2024-01-20,,
P000555,Manjunath Ramegowda,ಮಂಜುನಾಥ ರಾಮೇಗೌಡ,,1,2005,20,258,card_skimming,0.09,1,2023-10-29,2026-05-16,,
P000556,Suresh Krishnappa,ಸುರೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1980,4,53,mobile_snatching,0.09,1,2024-03-10,2026-06-30,,
P000557,Shankar Krishnappa,ಶಂಕರ ಕೃಷ್ಣಪ್ಪ,,1,1987,1,8,hurt_affray,0.42,2,2024-03-24,2025-07-05,,
P000558,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1975,3,42,highway_dacoity,0.09,3,2021-03-06,2024-03-04,,
P000559,Veeresh Rangappa,ವೀರೇಶ ರಂಗಪ್ಪ,,1,1961,3,37,chit_fund_cheating,0.42,4,2022-06-22,2024-01-08,,
P000560,Ravi Kempegowda,ರವಿ ಕೆಂಪೇಗೌಡ,Chota,1,1964,15,183,illicit_liquor,0.09,2,2025-09-06,2026-04-05,G00141,
P000561,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,,1,1987,23,300,chain_snatching,0.09,2,2025-07-10,2026-06-30,,C0056
P000562,Pushpa Somappa,ಪುಷ್ಪಾ ಸೋಮಪ್ಪ,,2,1994,26,328,two_wheeler_theft,0.09,1,2025-11-08,2026-06-30,,
P000563,Mahesh Basappa,ಮಹೇಶ ಬಸಪ್ಪ,,1,1978,4,49,cattle_theft,0.09,1,2025-09-13,2026-06-30,,
P000564,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,Bidi,1,2001,17,215,cattle_theft,0.09,1,2024-07-29,2026-06-30,,
P000565,Ramesh Timmappa,ರಮೇಶ ತಿಮ್ಮಪ್ಪ,,1,1991,7,88,murder,0.09,3,2024-11-26,2026-06-30,,C0005
P000566,Nagaraj Krishnappa,ನಾಗರಾಜ ಕೃಷ್ಣಪ್ಪ,,1,1986,4,53,hurt_affray,0.09,3,2023-07-03,2026-03-24,,
P000567,Manjunath Basappa,ಮಂಜುನಾಥ ಬಸಪ್ಪ,,1,1982,14,172,sand_smuggling,0.09,4,2023-09-23,2026-06-30,,
P000568,Prakash Basappa,ಪ್ರಕಾಶ ಬಸಪ್ಪ,,1,2002,16,208,two_wheeler_theft,0.42,5,2025-01-30,2026-06-30,,
P000569,Lakshmi Mallappa,ಲಕ್ಷ್ಮಿ ಮಲ್ಲಪ್ಪ,,2,1971,28,350,hurt_affray,0.09,1,2023-07-21,2024-05-14,,
P000570,Harish Basappa,ಹರೀಶ ಬಸಪ್ಪ,,1,1985,7,84,sand_smuggling,0.09,11,2025-09-12,2026-06-30,,
P000571,Basavaraj Durgappa,ಬಸವರಾಜ ದುರ್ಗಪ್ಪ,,1,1966,4,53,highway_dacoity,0.09,1,2024-03-06,2025-12-18,,
P000572,Lokesh Siddappa,ಲೋಕೇಶ ಸಿದ್ದಪ್ಪ,,1,1995,4,48,house_break_night,0.09,1,2023-12-09,2025-03-20,,
P000573,Suresh Puttappa,ಸುರೇಶ ಪುಟ್ಟಪ್ಪ,Kuri,1,2005,21,268,murder,0.09,3,2022-12-04,2026-06-20,,
P000574,Venkatesh Hanumappa,ವೆಂಕಟೇಶ ಹನುಮಪ್ಪ,,1,1988,10,130,cattle_theft,0.09,1,2025-12-12,2026-06-30,,
P000575,Thimmaraju Krishnappa,ತಿಮ್ಮರಾಜು ಕೃಷ್ಣಪ್ಪ,,1,1995,4,46,sand_smuggling,0.09,3,2023-05-07,2026-03-09,,
P000576,Chandru Basappa,ಚಂದ್ರು ಬಸಪ್ಪ,,1,2001,27,345,murder,0.09,1,2025-08-22,2026-06-19,,
P000577,Harish Puttappa,ಹರೀಶ ಪುಟ್ಟಪ್ಪ,,1,1981,17,213,illicit_liquor,0.09,2,2025-12-25,2026-05-19,G00151,
P000578,Puttaswamy Timmappa,ಪುಟ್ಟಸ್ವಾಮಿ ತಿಮ್ಮಪ್ಪ,,1,1972,4,49,sand_smuggling,0.09,4,2023-11-24,2026-06-30,G00048,
P000579,Santosh Krishnappa,ಸಂತೋಷ ಕೃಷ್ಣಪ್ಪ,,1,2005,4,46,chain_snatching,0.09,1,2021-05-11,2022-04-13,,
P000580,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,,1,1982,23,297,highway_dacoity,0.09,1,2021-04-17,2025-02-18,,
P000581,Shivakumar Muniyappa,ಶಿವಕುಮಾರ ಮುನಿಯಪ್ಪ,,1,1988,9,108,ndps_ganja,0.42,1,2023-07-29,2026-03-30,,
P000582,Harish Boregowda,ಹರೀಶ ಬೋರೇಗೌಡ,,1,1996,30,392,hurt_affray,0.09,6,2022-05-22,2022-09-28,,
P000583,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,Kabbina,1,1997,17,215,murder,0.09,1,2025-02-25,2026-06-30,,
P000584,Rakesh Krishnappa,ರಾಕೇಶ ಕೃಷ್ಣಪ್ಪ,,1,2000,24,309,sand_smuggling,0.09,1,2021-02-07,2024-08-05,,
P000585,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,Dodda,1,1968,13,159,highway_dacoity,0.09,1,2025-09-24,2026-06-30,,
P000586,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,2000,25,318,shop_burglary,0.09,2,2021-01-10,2023-11-01,G00194,
P000587,Puttaswamy Basappa,ಪುಟ್ಟಸ್ವಾಮಿ ಬಸಪ್ಪ,Bidi,1,1972,15,183,mobile_snatching,0.42,2,2025-07-28,2026-04-04,G00142,
P000588,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,,1,1999,16,198,sand_smuggling,0.09,1,2021-10-11,2024-01-18,,
P000589,Hanumantha Nagappa,ಹನುಮಂತ ನಾಗಪ್ಪ,Auto,1,1986,1,21,shop_burglary,0.42,1,2024-05-07,2026-04-02,,
P000590,Nanjundappa Eranna,ನಂಜುಂಡಪ್ಪ ಈರಣ್ಣ,,1,1979,17,219,mobile_snatching,0.09,1,2021-02-04,2023-12-25,,
P000591,Nagaratna Ningappa,ನಾಗರತ್ನ ನಿಂಗಪ್ಪ,,2,1973,19,240,chain_snatching,0.09,1,2024-10-22,2026-06-30,,
P000592,Vijay Kempegowda,ವಿಜಯ ಕೆಂಪೇಗೌಡ,,1,2003,30,388,cattle_theft,0.09,1,2022-09-13,2024-06-22,,
P000593,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1970,3,42,illicit_liquor,0.09,4,2025-01-21,2026-06-30,,
P000594,Nagaraj Ningappa,ನಾಗರಾಜ ನಿಂಗಪ್ಪ,,1,2002,4,51,shop_burglary,0.09,3,2024-09-02,2026-06-30,,
P000595,Ramesh Basappa,ರಮೇಶ ಬಸಪ್ಪ,Dodda,1,1966,31,404,chit_fund_cheating,0.42,1,2024-01-29,2026-06-30,,
P000596,Ramesh Krishnappa,ರಮೇಶ ಕೃಷ್ಣಪ್ಪ,Uddha,1,1995,31,402,sand_smuggling,0.09,1,2025-03-26,2026-06-30,,
P000597,Harish Muniyappa,ಹರೀಶ ಮುನಿಯಪ್ಪ,,1,1992,4,52,sand_smuggling,0.09,3,2024-09-08,2026-06-30,,
P000598,Santosh Hanumappa,ಸಂತೋಷ ಹನುಮಪ್ಪ,,1,1968,28,350,chit_fund_cheating,0.09,3,2021-09-11,2025-03-26,,
P000599,Manjunath Krishnappa,ಮಂಜುನಾಥ ಕೃಷ್ಣಪ್ಪ,,1,1982,4,53,house_break_night,0.42,1,2024-11-25,2026-06-13,,
P000600,Ningaraj Krishnappa,ನಿಂಗರಾಜ ಕೃಷ್ಣಪ್ಪ,Kadu,1,1991,4,51,ndps_ganja,0.09,1,2022-10-03,2023-11-26,,
P000601,Mallikarjuna Shivappa,ಮಲ್ಲಿಕಾರ್ಜುನ ಶಿವಪ್ಪ,,1,1990,22,287,chit_fund_cheating,0.09,3,2024-05-24,2026-06-30,,
P000602,Santosh Shivappa,ಸಂತೋಷ ಶಿವಪ್ಪ,,1,1984,12,154,card_skimming,0.42,1,2024-07-18,2026-06-30,,
P000603,Harish Basappa,ಹರೀಶ ಬಸಪ್ಪ,,1,1978,5,63,sand_smuggling,0.09,1,2024-05-26,2026-06-30,,
P000604,Manjunath Ningappa,ಮಂಜುನಾಥ ನಿಂಗಪ್ಪ,,1,1987,16,200,sand_smuggling,0.09,8,2024-06-16,2025-06-20,G00128,C0040
P000605,Ramesh Mariyappa,ರಮೇಶ ಮಾರಿಯಪ್ಪ,,1,1999,4,51,card_skimming,0.42,7,2023-09-12,2025-12-03,,C0027
P000606,Manjunath Shivappa,ಮಂಜುನಾಥ ಶಿವಪ್ಪ,,1,1995,25,324,ndps_ganja,0.09,5,2023-04-21,2024-01-26,G00191,
P000607,Siddaraju Ningappa,ಸಿದ್ದರಾಜು ನಿಂಗಪ್ಪ,,1,1978,15,191,chain_snatching,0.09,2,2023-02-24,2026-03-21,,C0051
